Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Line E Murrieta Cr MDP at Murrieta Cr - IAH,902MS4021,6/2/2014,9:25:00,Midchannel,0.1,m ,Grab,1,1,B4F0100-01,B4F0100-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,4.4,,-88,0.2,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Water_Grab,33.546799,-117.2139969,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,6/4/2014,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1314-D1-4021-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Long Cyn u/s of Commerce Ctr Dr,902MS4192,9/21/2015,13:30:00,Not Recorded,0.1,m,Grab,1,1,5I29101,B5I2260-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,3,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,Water_Grab,33.514599,-117.1620026,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/29/2015,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1516-D1-4192-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,12/19/2013,19:09:00,Not Recorded,0.1,m,Integrated,1,1,13L3022,B3L1960-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.6,,-88,0.5,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/30/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W2-778-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,2/28/2014,6:05:00,Midchannel,0.1,m ,Integrated,1,1,B4B2640-01,B4B2640-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.9,,-88,0.8,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.47789,-117.1421204,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,3/5/2014,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W3-777-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,5/7/2014,10:45:00,Midchannel,0.1,m ,Integrated,1,1,B4E0563-02,B4E0563-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.9,,-88,0.2,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.47789,-117.1421204,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,5/9/2014,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-D2-777-01C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,2/19/2017,7:37:00,Bank,0.1,m,Integrated,1,1,7B21073,B7B1783-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.8,,-88,1,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,2/21/2017,1,,Babcock,RCFC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-W3-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,5/17/2017,9:20:00,Bank,0.1,m,Integrated,1,1,7E19021,B7E1582-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.7,,-88,0.5,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/22/2017,1,,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-D1-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,1060,RCFC_1060,8/9/2021,10:15:00,Not Recorded,0.1,m,Grab,1,1,1H09151,C1H1221-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1,,-88,0.2,=,None,NR,NR,Flows consistent during sample event. Sonde #2 (SN: 762912),,,,WQ,Not Recorded,RCFC,,Water_Grab,33.594463,-117.2137527,Not Recorded,0000-00-00,Not Applicable,LabFiltered,8/9/2021 21:15,None,1/1/1950,8/9/2021,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,2021-D2-1060-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41025,RCFC_902MS41025,8/27/2020,10:00:00,Not Recorded,0.1,m,Grab,1,1,0H28018,C0H3665-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1.6,,-88,0.2,=,None,NR,NR,Flows remained constant during sampling.,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.524101,-117.1651001,Not Recorded,0000-00-00,Not Recorded,None,1/1/1950 0:00,None,1/1/1950,8/28/2020,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1920 D2-1025-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41025,RCFC_902MS41025,6/14/2021,11:10:00,Not Recorded,0.1,m,Grab,1,1,1F22090,C1F1806-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1.6,,-88,0.2,=,None,NR,NR,Flows remained constant throughout sampling event.,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.524101,-117.1651001,Not Recorded,0000-00-00,Not Applicable,LabFiltered,6/22/2021 6:59,None,1/1/1950,6/22/2021,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,2021-D1-1025-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41025,RCFC_902MS41025,8/10/2021,10:45:00,Not Recorded,0.1,m,Grab,1,1,1H21010,C1H1358-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1.6,,-88,0.2,=,None,NR,NR,Flows remained constant during sample event. Sonde #2 (SN:762912,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.524101,-117.1651001,Not Recorded,0000-00-00,Not Applicable,LabFiltered,8/21/2021 6:08,None,1/1/1950,8/21/2021,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,2021-D2-1025-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41033,RCFC_902MS41033,11/30/2018,3:00:00,Not Recorded,0.1,m,Integrated,1,1,8L04135,B8K3419-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,3.2,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.552101,-117.1363983,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,12/4/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1819-W1-1033-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,9/18/2013,10:09:00,Midchannel,0.1,m ,Integrated,1,1,B3I1721-02,B3I1721-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.4,,-88,0.2,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.474171,-117.1375732,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,9/23/2013,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-D1-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41037,RCFC_902MS41037,8/5/2019,8:20:00,Not Recorded,0.1,m,Grab,1,1,9H07096,B9H0415-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,2.3,,-88,0.2,=,None,NR,NR,Reported flows to D. Ortega. Algae mats prevented flows so we distrubed mat to accurately characterize flow rate and velocity.; Reported flows to D. Ortega. Algae mats prevented flows so we distrubed mat to accurately characterize flow rate and velocity.;,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.568001,-117.1103973,Not Recorded,0000-00-00,Not Recorded,None,1/1/1950 0:00,None,1/1/1950,8/7/2019,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1819 D2-1037-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41061,RCFC_902MS41061,5/12/2020,9:35:00,Not Recorded,0.1,m,Grab,1,1,0E15030,C0E1428-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,2.1,,-88,0.2,=,None,NR,NR,Flows were constant during sampling event.,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.594299,-117.2065964,Not Recorded,0000-00-00,Not Recorded,None,1/1/1950 0:00,None,1/1/1950,5/15/2020,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1920-D1-1061-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS41061,RCFC_902MS41061,8/26/2020,13:40:00,Not Recorded,0.1,m,Grab,1,1,0H28018,C0H3512-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,2.1,,-88,0.2,=,None,NR,NR,Flows remained steady during sampling event.,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.594299,-117.2065964,Not Recorded,0000-00-00,Not Recorded,None,1/1/1950 0:00,None,1/1/1950,8/28/2020,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1920 D2-1061-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,2/28/2014,6:00:00,Midchannel,0.1,m ,Integrated,1,1,B4B2672-01,B4B2672-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.5,,-88,1.3,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.474171,-117.1375732,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,3/5/2014,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W3-778-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS42240,RC_902MS42240,12/4/2019,16:14:00,Not Recorded,0.1,m,Integrated,1,1,9L06017,B9L0952-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,3.4,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,NV5_Oceanside,,Auto sampler automatically triggered,33.486599,-117.0635986,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,12/6/2019,1,,Babcock,NV5_Oceanside,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1920-W1-2240-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,5/7/2014,10:45:00,Not Recorded,0.1,m,Integrated,1,1,14E0924,B4E0563-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.9,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/9/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-D2-777-01C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS43015,TEM_902MS43015,11/30/2018,3:00:00,Not Recorded,0.1,m,Integrated,1,1,8L04135,B8K3423-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,0.9,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.516487,-117.1723404,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,12/4/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1819-W1-3015-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,11/1/2014,7:22:00,Not Recorded,0.1,m,Integrated,1,1,14K0528,B4K0011-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,3.1,,-88,2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,11/5/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-W1-777-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,12/2/2014,15:28:00,Not Recorded,0.1,m,Integrated,1,1,14L0348,B4L0315-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.6,,-88,0.5,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/3/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-W2-777-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,5/13/2015,7:33:00,Not Recorded,0.1,m,Integrated,1,1,5E14019,B5E1244-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.2,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/18/2015,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-D2-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,5/18/2016,10:43:00,Not Recorded,0.1,m,Integrated,1,1,6E19129,B6E1724-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.09,,-88,0.1,=,J,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,5/19/2016,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-D2-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS44062,MURR_902MS44062,6/3/2019,9:30:00,Not Recorded,0.1,m,Grab,1,1,9F06024,B9F0151-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1.8,,-88,0.2,=,None,NR,NR,Outfall located 50 yards under road. Sampleable low flow present at outfall. There was no water/flows adjacent to outfalls that could have influenced ponding. Significant sediment buildup at outlet and downstream.,,,,WQ,Not Recorded,RCFC,,Water_Grab,33.582161,-117.2562103,Not Recorded,0000-00-00,Not Recorded,None,1/1/1950 0:00,None,1/1/1950,6/6/2019,1,,Babcock,WoodGroup,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1819-D1-4062-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,2/19/2017,5:38:00,Bank,0.1,m,Integrated,1,1,7B21073,B7B1782-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,2.1,,-88,1,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,2/21/2017,1,,Babcock,RCFC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-W3-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS45031,WILD_902MS45031,2/18/2017,1:19:00,Bank,0.1,m,Integrated,1,1,7B21073,B7B1768-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,2.2,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.603699,-117.2787018,Not Recorded,0000-00-00,Not Applicable,Not Recorded,2/21/2017 9:20,Not Recorded,2/21/2017,2/21/2017,1,,Babcock,RCFC,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1617-W1-5031-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,902MS45031,WILD_902MS45031,3/11/2020,1:10:00,Not Recorded,0.1,m,Integrated,1,1,0C19068,C0C1647-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,1.4,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,NV5_Oceanside,,Auto sampler automatically triggered,33.603699,-117.2787018,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,3/19/2020,1,,Babcock,NV5_Oceanside,NR,,,,,,,,,,,,,,,,,RIVERSIDE,65,San Diego,9,,,,,,,NULL,1920-W1-5031-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,1/9/2018,16:49:00,Not Recorded,0.1,m,Integrated,1,1,8A10123,B8A1026-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,6.3,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,1/10/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-W1-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Temecula Creek,902LTC777,8/29/2018,7:55:00,Not Recorded,0.1,m,Integrated,1,1,8H31087,B8H3655-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.474171,-117.1375732,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,8/31/2018,1,,RCFC,WoodGroup,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-D2-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,9/10/2014,8:46:00,Not Recorded,0.1,m,Integrated,1,1,14I1137,B4I1032-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.3,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/11/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-D1-848-01C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,1/6/2016,9:42:00,Not Recorded,0.1,m,Integrated,1,1,6A07041,B6A0522-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.4,,-88,0.1,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,1/7/2016,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1516-W1-848-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,12/16/2016,6:43:00,Bank,0.1,m,Integrated,1,1,6L22066,B6L1704-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1,,-88,0.5,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/22/2016,1,,Babcock,RCFC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-W1-848-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,1/19/2017,11:43:00,Bank,0.1,m,Integrated,1,1,7A24107,B7A1996-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.8,,-88,0.5,=,None,NR,NR,,,,,WQ,Not Recorded,RCFC,,Auto sampler automatically triggered,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,1/24/2017,1,,Babcock,RCFC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1617-W2-848-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Adobe Creek,902ADB848,1/9/2018,12:17:00,Not Recorded,0.1,m,Integrated,1,1,8A10123,B8A0878-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.2,,-88,0.2,=,None,NR,NR,,,,,WQ,Not Recorded,ALTA,,Auto sampler automatically triggered,33.51302,-117.2685776,Not Recorded,0000-00-00,Not Applicable,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,1/10/2018,1,,Babcock,ALTA,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1718-W1-848-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Long Cyn u/s of Commerce Ctr Dr,902MS4192,9/25/2014,9:00:00,Not Recorded,0.1,m,Grab,1,1,14J0208,B4I2660-01,runoff,Calculated,"Nitrogen, Total, Total",mg/L,2.9,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,Water_Grab,33.514599,-117.1620026,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,10/2/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,Murrieta Creek,1415-D1-4192-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,9/18/2013,10:09:00,Not Recorded,0.1,m,Integrated,1,1,13I2341,B3I1721-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.4,,-88,0.2,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,24 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,9/23/2013,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-D1-778-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,9/18/2013,11:19:00,Midchannel,0.1,m ,Integrated,1,1,B3I1722-02,B3I1722-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.7,,-88,0.2,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.47789,-117.1421204,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,9/23/2013,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-D1-777-01-C
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,12/19/2013,19:16:00,Midchannel,0.1,m ,Integrated,1,1,B3L1959-01,B3L1959-01,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,0.9,,-88,0.5,=,NMDL,NR,NR,,,,,WQ,Not Recorded,Not Recorded,,Not Recorded,33.47789,-117.1421204,Not Recorded,0000-00-00,Subsurface,Not Recorded,1/1/1950 0:00,Not Recorded,1/1/1950,12/30/2013,1,0,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1314-W2-777-01
Riverside County NPDES MS4 Monitoring Program,San Diego Region,Santa Margarita River General Monitoring,Lower Murrieta Creek,902LMC778,11/1/2014,7:19:00,Not Recorded,0.1,m,Integrated,1,1,14L1749,B4K0015-02,samplewater,Calculated,"Nitrogen, Total, Total",mg/L,1.5,,1,1,=,None,NR,NR,,,   ,,WQ,Not Recorded,RCFC,,3 hour auto sampler,33.47789,-117.1421204,Not Recorded,0000-00-00,Not Applicable,None,1/1/1950 0:00,None,1/1/1950,12/17/2014,1, ,Babcock,AMEC,NR,,,,,,,,,,,,,,,,,Riverside,65,San Diego,9,,,,,,,,1415-W1-778-01
